purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
100,16776,16878,100,5.948
100,16676,33654,200,5.981
100,16577,50330,300,6.021
100,16480,66907,400,6.054
100,16385,83387,500,6.094
100,16290,99772,600,6.127
100,16197,116062,700,6.16
100,16106,132259,800,6.2
100,16016,148365,900,6.233
100,15927,164381,1000,6.266
100,15840,180308,1100,6.299
100,15754,196148,1200,6.339
100,15669,211902,1300,6.372
100,15585,227571,1400,6.405
100,15503,243156,1500,6.438
100,15422,258659,1600,6.478
100,15342,274081,1700,6.511
100,15264,289423,1800,6.544
100,15185,304687,1900,6.57
100,15109,319872,2000,6.61
100,15034,334981,2100,6.643
100,14959,350015,2200,6.669
100,14886,364974,2300,6.709
100,14813,379860,2400,6.735
100,14742,394673,2500,6.775
100,14672,409415,2600,6.808
100,14603,424087,2700,6.841
100,14534,438690,2800,6.867
100,14466,453224,2900,6.9
100,14400,467690,3000,6.933
100,14335,482090,3100,6.966
100,14269,496425,3200,6.999
100,14206,510694,3300,7.032
100,14143,524900,3400,7.065
100,14080,539043,3500,7.091
100,14020,553123,3600,7.124
100,13958,567143,3700,7.15
100,13899,581101,3800,7.19
100,13840,595000,3900,7.216
100,13782,608840,4000,7.249
100,13724,622622,4100,7.275
100,13667,636346,4200,7.308
100,13612,650013,4300,7.341
100,13556,663625,4400,7.367
100,13502,677181,4500,7.4
100,13448,690683,4600,7.426
100,13395,704131,4700,7.452
100,13342,717526,4800,7.485
100,13290,730868,4900,7.511
100,13239,744158,5000,7.544
100,13189,757397,5100,7.577
100,13138,770586,5200,7.596
100,13089,783724,5300,7.636
100,13041,796813,5400,7.662
100,12992,809854,5500,7.688
100,12945,822846,5600,7.721
100,12898,835791,5700,7.747
100,12852,848689,5800,7.773
100,12806,861541,5900,7.799
100,12760,874347,6000,7.825
100,12716,887107,6100,7.858
100,12671,899823,6200,7.877
100,12628,912494,6300,7.91
100,12584,925122,6400,7.936
100,12542,937706,6500,7.969
100,12500,950248,6600,7.995
100,12458,962748,6700,8.021
100,12417,975206,6800,8.047
100,12377,987623,6900,8.073
100,12335,1000000,7000,8.092
100,12297,1012335,7100,8.132
100,12257,1024632,7200,8.151
100,12218,1036889,7300,8.177
100,12179,1049107,7400,8.203
100,12142,1061286,7500,8.229
100,12104,1073428,7600,8.255
100,12067,1085532,7700,8.281
100,12030,1097599,7800,8.3
100,11994,1109629,7900,8.326
100,11957,1121623,8000,8.352
100,11923,1133580,8100,8.385
100,11887,1145503,8200,8.404
100,11853,1157390,8300,8.43
100,11818,1169243,8400,8.449
100,11784,1181061,8500,8.475
100,11750,1192845,8600,8.501
100,11718,1204595,8700,8.534
100,11684,1216313,8800,8.553
100,11652,1227997,8900,8.579
100,11620,1239649,9000,8.598
100,11587,1251269,9100,8.617
100,11557,1262856,9200,8.65
100,11525,1274413,9300,8.669
100,11494,1285938,9400,8.695
100,11464,1297432,9500,8.714
100,11433,1308896,9600,8.74
100,11404,1320329,9700,8.766
100,11374,1331733,9800,8.785
100,11345,1343107,9900,8.811
100,11315,1354452,10000,8.83
100,11288,1365767,10100,8.856
100,11258,1377055,10200,8.875
100,11231,1388313,10300,8.901
100,11203,1399544,10400,8.92
100,11175,1410747,10500,8.946
100,11148,1421922,10600,8.972
100,11122,1433070,10700,8.991
100,11094,1444192,10800,9.003
100,11068,1455286,10900,9.029
100,11042,1466354,11000,9.055
100,11016,1477396,11100,9.074
100,10991,1488412,11200,9.093
100,10964,1499403,11300,9.112
100,10940,1510367,11400,9.138
100,10915,1521307,11500,9.164
100,10891,1532222,11600,9.183
100,10865,1543113,11700,9.195
100,10842,1553978,11800,9.221
100,10818,1564820,11900,9.24
100,10794,1575638,12000,9.259
100,10771,1586432,12100,9.285
100,10747,1597203,12200,9.297
100,10725,1607950,12300,9.323
100,10701,1618675,12400,9.335
100,10679,1629376,12500,9.361
