purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
10,11695,11721,10,0.855
10,11670,23416,20,0.855
10,11643,35086,30,0.855
10,11618,46729,40,0.86
10,11592,58347,50,0.86
10,11567,69939,60,0.865
10,11541,81506,70,0.865
10,11516,93047,80,0.865
10,11490,104563,90,0.87
10,11466,116053,100,0.87
10,11440,127519,110,0.87
10,11415,138959,120,0.875
10,11390,150374,130,0.875
10,11366,161764,140,0.88
10,11340,173130,150,0.88
10,11316,184470,160,0.88
10,11292,195786,170,0.885
10,11267,207078,180,0.885
10,11243,218345,190,0.885
10,11218,229588,200,0.89
10,11194,240806,210,0.89
10,11170,252000,220,0.895
10,11146,263170,230,0.895
10,11122,274316,240,0.895
10,11098,285438,250,0.9
10,11074,296536,260,0.9
10,11051,307610,270,0.905
10,11026,318661,280,0.905
10,11004,329687,290,0.905
10,10980,340691,300,0.91
10,10956,351671,310,0.91
10,10934,362627,320,0.915
10,10910,373561,330,0.915
10,10886,384471,340,0.915
10,10864,395357,350,0.92
10,10841,406221,360,0.92
10,10818,417062,370,0.925
10,10795,427880,380,0.925
10,10773,438675,390,0.925
10,10750,449448,400,0.93
10,10727,460198,410,0.93
10,10705,470925,420,0.93
10,10682,481630,430,0.935
10,10660,492312,440,0.935
10,10638,502972,450,0.94
10,10615,513610,460,0.94
10,10594,524225,470,0.94
10,10571,534819,480,0.945
10,10549,545390,490,0.945
10,10528,555939,500,0.95
10,10506,566467,510,0.95
10,10484,576973,520,0.95
10,10462,587457,530,0.955
10,10441,597919,540,0.955
10,10419,608360,550,0.96
10,10398,618779,560,0.96
10,10376,629177,570,0.96
10,10356,639553,580,0.965
10,10333,649909,590,0.965
10,10313,660242,600,0.97
10,10292,670555,610,0.97
10,10271,680847,620,0.97
10,10250,691118,630,0.975
10,10228,701368,640,0.975
10,10209,711596,650,0.98
10,10187,721805,660,0.98
10,10167,731992,670,0.98
10,10146,742159,680,0.985
10,10126,752305,690,0.985
10,10105,762431,700,0.985
10,10085,772536,710,0.99
10,10064,782621,720,0.99
10,10045,792685,730,0.995
10,10024,802730,740,0.995
10,10004,812754,750,1
10,9984,822758,760,1
10,9964,832742,770,1
10,9944,842706,780,1.005
10,9925,852650,790,1.005
10,9904,862575,800,1.005
10,9885,872479,810,1.01
10,9865,882364,820,1.01
10,9846,892229,830,1.015
10,9826,902075,840,1.015
10,9807,911901,850,1.02
10,9787,921708,860,1.02
10,9768,931495,870,1.02
10,9749,941263,880,1.025
10,9729,951012,890,1.025
10,9710,960741,900,1.03
10,9692,970451,910,1.03
10,9672,980143,920,1.03
10,9654,989815,930,1.035
10,9634,999469,940,1.035
10,9616,1009103,950,1.04
10,9597,1018719,960,1.04
10,9578,1028316,970,1.04
10,9560,1037894,980,1.045
10,9541,1047454,990,1.045
10,9522,1056995,1000,1.05
10,9504,1066517,1010,1.05
10,9486,1076021,1020,1.055
10,9467,1085507,1030,1.055
10,9450,1094974,1040,1.055
10,9431,1104424,1050,1.06
10,9412,1113855,1060,1.06
10,9395,1123267,1070,1.065
10,9377,1132662,1080,1.065
10,9358,1142039,1090,1.065
10,9341,1151397,1100,1.07
10,9323,1160738,1110,1.07
10,9305,1170061,1120,1.075
10,9287,1179366,1130,1.075
10,9270,1188653,1140,1.075
10,9252,1197923,1150,1.08
10,9234,1207175,1160,1.08
10,9217,1216409,1170,1.085
10,9199,1225626,1180,1.085
10,9182,1234825,1190,1.085
10,9165,1244007,1200,1.09
10,9147,1253172,1210,1.09
10,9130,1262319,1220,1.095
10,9113,1271449,1230,1.095
10,9096,1280562,1240,1.1
10,9079,1289658,1250,1.1
