purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
10,9615,9633,10,1.04
10,9596,19248,20,1.04
10,9577,28844,30,1.04
10,9558,38421,40,1.045
10,9541,47979,50,1.045
10,9521,57520,60,1.045
10,9503,67041,70,1.05
10,9485,76544,80,1.05
10,9466,86029,90,1.055
10,9448,95495,100,1.055
10,9430,104943,110,1.06
10,9412,114373,120,1.06
10,9394,123785,130,1.06
10,9375,133179,140,1.065
10,9358,142554,150,1.065
10,9340,151912,160,1.07
10,9321,161252,170,1.07
10,9305,170573,180,1.075
10,9286,179878,190,1.075
10,9268,189164,200,1.075
10,9251,198432,210,1.08
10,9234,207683,220,1.08
10,9216,216917,230,1.085
10,9198,226133,240,1.085
10,9181,235331,250,1.085
10,9164,244512,260,1.09
10,9146,253676,270,1.09
10,9129,262822,280,1.095
10,9112,271951,290,1.095
10,9095,281063,300,1.1
10,9078,290158,310,1.1
10,9061,299236,320,1.1
10,9043,308297,330,1.105
10,9027,317340,340,1.105
10,9010,326367,350,1.11
10,8993,335377,360,1.11
10,8977,344370,370,1.11
10,8959,353347,380,1.115
10,8943,362306,390,1.115
10,8927,371249,400,1.12
10,8910,380176,410,1.12
10,8893,389086,420,1.12
10,8877,397979,430,1.125
10,8860,406856,440,1.125
10,8845,415716,450,1.13
10,8827,424561,460,1.13
10,8812,433388,470,1.135
10,8796,442200,480,1.135
10,8779,450996,490,1.135
10,8763,459775,500,1.14
10,8747,468538,510,1.14
10,8731,477285,520,1.145
10,8716,486016,530,1.145
10,8699,494732,540,1.145
10,8684,503431,550,1.15
10,8667,512115,560,1.15
10,8652,520782,570,1.155
10,8636,529434,580,1.155
10,8621,538070,590,1.16
10,8605,546691,600,1.16
10,8590,555296,610,1.16
10,8574,563886,620,1.165
10,8558,572460,630,1.165
10,8543,581018,640,1.17
10,8528,589561,650,1.17
10,8512,598089,660,1.17
10,8497,606601,670,1.175
10,8482,615098,680,1.175
10,8467,623580,690,1.18
10,8452,632047,700,1.18
10,8436,640499,710,1.18
10,8422,648935,720,1.185
10,8406,657357,730,1.185
10,8392,665763,740,1.19
10,8376,674155,750,1.19
10,8362,682531,760,1.195
10,8347,690893,770,1.195
10,8332,699240,780,1.2
10,8317,707572,790,1.2
10,8303,715889,800,1.205
10,8288,724192,810,1.205
10,8274,732480,820,1.205
10,8259,740754,830,1.21
10,8244,749013,840,1.21
10,8230,757257,850,1.215
10,8216,765487,860,1.215
10,8201,773703,870,1.215
10,8187,781904,880,1.22
10,8173,790091,890,1.22
10,8158,798264,900,1.225
10,8144,806422,910,1.225
10,8130,814566,920,1.23
10,8116,822696,930,1.23
10,8102,830812,940,1.23
10,8088,838914,950,1.235
10,8074,847002,960,1.235
10,8059,855076,970,1.24
10,8046,863135,980,1.24
10,8032,871181,990,1.245
10,8018,879213,1000,1.245
10,8005,887231,1010,1.25
10,7991,895236,1020,1.25
10,7976,903227,1030,1.25
10,7964,911203,1040,1.255
10,7949,919167,1050,1.255
10,7936,927116,1060,1.26
10,7923,935052,1070,1.26
10,7909,942975,1080,1.26
10,7896,950884,1090,1.265
10,7882,958780,1100,1.265
10,7868,966662,1110,1.27
10,7856,974530,1120,1.27
10,7842,982386,1130,1.27
10,7829,990228,1140,1.275
10,7815,998057,1150,1.275
10,7802,1005872,1160,1.28
10,7790,1013674,1170,1.28
10,7776,1021464,1180,1.285
10,7763,1029240,1190,1.285
10,7750,1037003,1200,1.29
10,7737,1044753,1210,1.29
10,7723,1052490,1220,1.29
10,7711,1060213,1230,1.295
10,7699,1067924,1240,1.295
10,7685,1075623,1250,1.3
