purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
10,16660,16706,10,0.6
10,16614,33366,20,0.6
10,16569,49980,30,0.6
10,16523,66549,40,0.605
10,16478,83072,50,0.605
10,16433,99550,60,0.605
10,16387,115983,70,0.61
10,16343,132370,80,0.61
10,16299,148713,90,0.61
10,16254,165012,100,0.615
10,16209,181266,110,0.615
10,16166,197475,120,0.615
10,16123,213641,130,0.62
10,16078,229764,140,0.62
10,16035,245842,150,0.62
10,15992,261877,160,0.625
10,15949,277869,170,0.625
10,15906,293818,180,0.625
10,15864,309724,190,0.63
10,15821,325588,200,0.63
10,15778,341409,210,0.63
10,15737,357187,220,0.635
10,15695,372924,230,0.635
10,15652,388619,240,0.635
10,15612,404271,250,0.64
10,15570,419883,260,0.64
10,15528,435453,270,0.64
10,15488,450981,280,0.645
10,15447,466469,290,0.645
10,15406,481916,300,0.645
10,15365,497322,310,0.65
10,15326,512687,320,0.65
10,15285,528013,330,0.65
10,15245,543298,340,0.655
10,15205,558543,350,0.655
10,15165,573748,360,0.66
10,15126,588913,370,0.66
10,15087,604039,380,0.66
10,15047,619126,390,0.665
10,15008,634173,400,0.665
10,14970,649181,410,0.665
10,14931,664151,420,0.67
10,14892,679082,430,0.67
10,14854,693974,440,0.67
10,14815,708828,450,0.675
10,14778,723643,460,0.675
10,14740,738421,470,0.675
10,14702,753161,480,0.68
10,14664,767863,490,0.68
10,14627,782527,500,0.68
10,14589,797154,510,0.685
10,14553,811743,520,0.685
10,14515,826296,530,0.685
10,14479,840811,540,0.69
10,14442,855290,550,0.69
10,14405,869732,560,0.695
10,14370,884137,570,0.695
10,14332,898507,580,0.695
10,14297,912839,590,0.7
10,14261,927136,600,0.7
10,14225,941397,610,0.7
10,14189,955622,620,0.705
10,14154,969811,630,0.705
10,14119,983965,640,0.705
10,14083,998084,650,0.71
10,14048,1012167,660,0.71
10,14013,1026215,670,0.71
10,13979,1040228,680,0.715
10,13943,1054207,690,0.715
10,13910,1068150,700,0.72
10,13875,1082060,710,0.72
10,13840,1095935,720,0.72
10,13807,1109775,730,0.725
10,13772,1123582,740,0.725
10,13739,1137354,750,0.725
10,13705,1151093,760,0.73
10,13671,1164798,770,0.73
10,13638,1178469,780,0.73
10,13605,1192107,790,0.735
10,13572,1205712,800,0.735
10,13538,1219284,810,0.735
10,13506,1232822,820,0.74
10,13472,1246328,830,0.74
10,13440,1259800,840,0.745
10,13408,1273240,850,0.745
10,13375,1286648,860,0.745
10,13343,1300023,870,0.75
10,13311,1313366,880,0.75
10,13279,1326677,890,0.75
10,13247,1339956,900,0.755
10,13215,1353203,910,0.755
10,13183,1366418,920,0.755
10,13152,1379601,930,0.76
10,13120,1392753,940,0.76
10,13090,1405873,950,0.765
10,13058,1418963,960,0.765
10,13027,1432021,970,0.765
10,12996,1445048,980,0.77
10,12965,1458044,990,0.77
10,12935,1471009,1000,0.77
10,12904,1483944,1010,0.775
10,12873,1496848,1020,0.775
10,12844,1509721,1030,0.775
10,12813,1522565,1040,0.78
10,12783,1535378,1050,0.78
10,12753,1548161,1060,0.78
10,12723,1560914,1070,0.785
10,12693,1573637,1080,0.785
10,12664,1586330,1090,0.79
10,12634,1598994,1100,0.79
10,12604,1611628,1110,0.79
10,12576,1624232,1120,0.795
10,12546,1636808,1130,0.795
10,12517,1649354,1140,0.8
10,12488,1661871,1150,0.8
10,12460,1674359,1160,0.8
10,12430,1686819,1170,0.805
10,12402,1699249,1180,0.805
10,12374,1711651,1190,0.805
10,12344,1724025,1200,0.81
10,12317,1736369,1210,0.81
10,12288,1748686,1220,0.81
10,12261,1760974,1230,0.815
10,12232,1773235,1240,0.815
10,12204,1785467,1250,0.82
