purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
10,11915,11937,10,0.837
10,11890,23852,20,0.841
10,11868,35742,30,0.838
10,11844,47610,40,0.842
10,11821,59454,50,0.846
10,11797,71275,60,0.843
10,11775,83072,70,0.847
10,11751,94847,80,0.851
10,11728,106598,90,0.848
10,11706,118326,100,0.852
10,11682,130032,110,0.856
10,11660,141714,120,0.853
10,11638,153374,130,0.857
10,11614,165012,140,0.861
10,11592,176626,150,0.858
10,11570,188218,160,0.862
10,11547,199788,170,0.866
10,11524,211335,180,0.863
10,11503,222859,190,0.867
10,11480,234362,200,0.871
10,11458,245842,210,0.868
10,11436,257300,220,0.872
10,11414,268736,230,0.876
10,11392,280150,240,0.873
10,11371,291542,250,0.877
10,11348,302913,260,0.881
10,11327,314261,270,0.878
10,11305,325588,280,0.882
10,11283,336893,290,0.886
10,11262,348176,300,0.883
10,11240,359438,310,0.887
10,11219,370678,320,0.891
10,11198,381897,330,0.895
10,11176,393095,340,0.892
10,11156,404271,350,0.896
10,11134,415427,360,0.893
10,11113,426561,370,0.897
10,11092,437674,380,0.901
10,11070,448766,390,0.898
10,11051,459836,400,0.902
10,11029,470887,410,0.906
10,11008,481916,420,0.903
10,10988,492924,430,0.907
10,10967,503912,440,0.911
10,10947,514879,450,0.915
10,10926,525826,460,0.912
10,10905,536752,470,0.916
10,10886,547657,480,0.92
10,10864,558543,490,0.917
10,10845,569407,500,0.921
10,10824,580252,510,0.925
10,10805,591076,520,0.922
10,10784,601881,530,0.926
10,10764,612665,540,0.93
10,10744,623429,550,0.927
10,10724,634173,560,0.931
10,10705,644897,570,0.935
10,10684,655602,580,0.932
10,10665,666286,590,0.936
10,10645,676951,600,0.94
10,10626,687596,610,0.937
10,10606,698222,620,0.941
10,10586,708828,630,0.945
10,10567,719414,640,0.942
10,10548,729981,650,0.946
10,10528,740529,660,0.95
10,10509,751057,670,0.947
10,10490,761566,680,0.951
10,10471,772056,690,0.955
10,10452,782527,700,0.952
10,10432,792979,710,0.956
10,10414,803411,720,0.96
10,10394,813825,730,0.957
10,10376,824219,740,0.961
10,10357,834595,750,0.965
10,10338,844952,760,0.962
10,10320,855290,770,0.966
10,10300,865610,780,0.97
10,10282,875910,790,0.974
10,10264,886192,800,0.971
10,10245,896456,810,0.975
10,10227,906701,820,0.979
10,10208,916928,830,0.976
10,10190,927136,840,0.98
10,10172,937326,850,0.984
10,10153,947498,860,0.981
10,10135,957651,870,0.985
10,10117,967786,880,0.989
10,10100,977903,890,0.986
10,10081,988003,900,0.99
10,10063,998084,910,0.994
10,10045,1008147,920,0.991
10,10027,1018192,930,0.995
10,10009,1028219,940,0.999
10,9992,1038228,950,1.003
10,9974,1048220,960,1
10,9956,1058194,970,1.004
10,9939,1068150,980,1.008
10,9921,1078089,990,1.005
10,9904,1088010,1000,1.009
10,9886,1097914,1010,1.013
10,9869,1107800,1020,1.01
10,9851,1117669,1030,1.014
10,9834,1127520,1040,1.018
10,9817,1137354,1050,1.015
10,9800,1147171,1060,1.019
10,9782,1156971,1070,1.023
10,9765,1166753,1080,1.02
10,9749,1176518,1090,1.024
10,9731,1186267,1100,1.028
10,9714,1195998,1110,1.025
10,9697,1205712,1120,1.029
10,9681,1215409,1130,1.033
10,9663,1225090,1140,1.03
10,9647,1234753,1150,1.034
10,9630,1244400,1160,1.038
10,9614,1254030,1170,1.042
10,9596,1263644,1180,1.039
10,9581,1273240,1190,1.043
10,9563,1282821,1200,1.04
10,9547,1292384,1210,1.044
10,9531,1301931,1220,1.048
10,9514,1311462,1230,1.052
10,9498,1320976,1240,1.049
10,9482,1330474,1250,1.053
