purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
1000,1246049,1634429,1000,0.705
1000,988560,2880478,2000,0.905
1000,809083,3869038,3000,1.125
1000,678997,4678121,4000,1.355
1000,581700,5357118,5000,1.595
1000,507028,5938818,6000,1.845
1000,448470,6445846,7000,2.105
1000,401701,6894316,8000,2.36
1000,363755,7296017,9000,2.62
1000,332544,7659772,10000,2.88
1000,306565,7992316,11000,3.14
1000,284707,8298881,12000,3.39
1000,266146,8583588,13000,3.64
1000,250248,8849734,14000,3.88
1000,236527,9099982,15000,4.115
1000,224605,9336509,16000,4.345
1000,214178,9561114,17000,4.565
1000,205008,9775292,18000,4.78
1000,196900,9980300,19000,4.985
1000,189696,10177200,20000,5.18
1000,183266,10366896,21000,5.365
1000,177505,10550162,22000,5.55
1000,172320,10727667,23000,5.72
1000,167640,10899987,24000,5.89
1000,163399,11067627,25000,6.045
1000,159545,11231026,26000,6.195
1000,156033,11390571,27000,6.345
1000,152821,11546604,28000,6.48
1000,149879,11699425,29000,6.615
1000,147176,11849304,30000,6.74
1000,144687,11996480,31000,6.86
1000,142388,12141167,32000,6.97
1000,140265,12283555,33000,7.085
1000,138295,12423820,34000,7.185
1000,136468,12562115,35000,7.285
1000,134767,12698583,36000,7.375
1000,133184,12833350,37000,7.47
1000,131706,12966534,38000,7.555
1000,130324,13098240,39000,7.635
1000,129031,13228564,40000,7.715
1000,127819,13357595,41000,7.79
1000,126681,13485414,42000,7.86
1000,125612,13612095,43000,7.93
1000,124605,13737707,44000,7.995
1000,123658,13862312,45000,8.065
1000,122763,13985970,46000,8.12
1000,121918,14108733,47000,8.175
1000,121120,14230651,48000,8.235
1000,120364,14351771,49000,8.285
1000,119649,14472135,50000,8.34
1000,118969,14591784,51000,8.385
1000,118326,14710753,52000,8.44
1000,117714,14829079,53000,8.48
1000,117132,14946793,54000,8.52
1000,116579,15063925,55000,8.565
1000,116051,15180504,56000,8.6
1000,115549,15296555,57000,8.645
1000,115070,15412104,58000,8.68
1000,114613,15527174,59000,8.715
1000,114176,15641787,60000,8.745
1000,113758,15755963,61000,8.775
1000,113359,15869721,62000,8.81
1000,112976,15983080,63000,8.84
1000,112611,16096056,64000,8.875
1000,112260,16208667,65000,8.9
1000,111923,16320927,66000,8.925
1000,111601,16432850,67000,8.955
1000,111291,16544451,68000,8.98
1000,110994,16655742,69000,9.005
1000,110707,16766736,70000,9.025
1000,110433,16877443,71000,9.05
1000,110168,16987876,72000,9.07
1000,109914,17098044,73000,9.095
1000,109669,17207958,74000,9.115
1000,109432,17317627,75000,9.13
1000,109205,17427059,76000,9.155
1000,108986,17536264,77000,9.175
1000,108774,17645250,78000,9.19
1000,108569,17754024,79000,9.205
1000,108373,17862593,80000,9.225
1000,108182,17970966,81000,9.24
1000,107997,18079148,82000,9.255
1000,107820,18187145,83000,9.275
1000,107648,18294965,84000,9.29
1000,107482,18402613,85000,9.305
1000,107320,18510095,86000,9.315
1000,107165,18617415,87000,9.33
1000,107013,18724580,88000,9.34
1000,106867,18831593,89000,9.355
1000,106726,18938460,90000,9.37
1000,106588,19045186,91000,9.38
1000,106455,19151774,92000,9.39
1000,106325,19258229,93000,9.4
1000,106201,19364554,94000,9.42
1000,106078,19470755,95000,9.42
1000,105961,19576833,96000,9.435
1000,105845,19682794,97000,9.44
1000,105735,19788639,98000,9.46
1000,105626,19894374,99000,9.46
1000,105520,20000000,100000,9.47
1000,105419,20105520,101000,9.485
1000,105319,20210939,102000,9.49
1000,105222,20316258,103000,9.495
1000,105130,20421480,104000,9.505
1000,105008,20526610,105000,9.495
1000,104970,20631618,106000,9.77
1000,104861,20736588,107000,9.56
1000,104776,20841449,108000,9.56
1000,104693,20946225,109000,9.565
1000,104613,21050918,110000,9.57
1000,104535,21155531,111000,9.575
1000,104458,21260066,112000,9.58
1000,104384,21364524,113000,9.59
1000,104312,21468908,114000,9.595
1000,104241,21573220,115000,9.6
1000,104171,21677461,116000,9.6
1000,104105,21781632,117000,9.615
1000,104038,21885737,118000,9.615
1000,103975,21989775,119000,9.625
1000,103912,22093750,120000,9.625
1000,103850,22197662,121000,9.63
1000,103791,22301512,122000,9.645
1000,103733,22405303,123000,9.65
1000,103675,22509036,124000,9.65
1000,103620,22612711,125000,9.66
