purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
1000,1338580,1785467,1000,0.656
1000,1050705,3124047,2000,0.852
1000,854399,4174752,3000,1.064
1000,714550,5029151,4000,1.288
1000,611403,5743701,5000,1.52
1000,533149,6355104,6000,1.76
1000,472372,6888253,7000,2
1000,424231,7360625,8000,2.24
1000,385449,7784856,9000,2.48
1000,353747,8170305,10000,2.716
1000,327501,8524052,11000,2.944
1000,305528,8851553,12000,3.168
1000,286947,9157081,13000,3.384
1000,271093,9444028,14000,3.588
1000,257460,9715121,15000,3.792
1000,245650,9972581,16000,3.984
1000,235352,10218231,17000,4.164
1000,226318,10453583,18000,4.336
1000,218349,10679901,19000,4.5
1000,211287,10898250,20000,4.664
1000,204995,11109537,21000,4.808
1000,199368,11314532,22000,4.952
1000,194314,11513900,23000,5.084
1000,189759,11708214,24000,5.212
1000,185638,11897973,25000,5.332
1000,181899,12083611,26000,5.448
1000,178495,12265510,27000,5.556
1000,175387,12444005,28000,5.656
1000,172543,12619392,29000,5.752
1000,169934,12791935,30000,5.848
1000,167532,12961869,31000,5.928
1000,165319,13129401,32000,6.012
1000,163274,13294720,33000,6.088
1000,161380,13457994,34000,6.164
1000,159625,13619374,35000,6.236
1000,157992,13778999,36000,6.3
1000,156473,13936991,37000,6.364
1000,155057,14093464,38000,6.424
1000,153733,14248521,39000,6.48
1000,152495,14402254,40000,6.536
1000,151337,14554749,41000,6.588
1000,150248,14706086,42000,6.632
1000,149227,14856334,43000,6.684
1000,148266,15005561,44000,6.728
1000,147362,15153827,45000,6.772
1000,146508,15301189,46000,6.808
1000,145704,15447697,47000,6.852
1000,144943,15593401,48000,6.884
1000,144223,15738344,49000,6.92
1000,143542,15882567,50000,6.952
1000,142896,16026109,51000,6.984
1000,142283,16169005,52000,7.016
1000,141702,16311288,53000,7.048
1000,141150,16452990,54000,7.076
1000,140623,16594140,55000,7.1
1000,140123,16734763,56000,7.128
1000,139646,16874886,57000,7.152
1000,139192,17014532,58000,7.176
1000,138757,17153724,59000,7.196
1000,138344,17292481,60000,7.224
1000,137947,17430825,61000,7.24
1000,137570,17568772,62000,7.268
1000,137207,17706342,63000,7.284
1000,136861,17843549,64000,7.304
1000,136528,17980410,65000,7.32
1000,136210,18116938,66000,7.34
1000,135905,18253148,67000,7.356
1000,135612,18389053,68000,7.372
1000,135331,18524665,69000,7.388
1000,135060,18659996,70000,7.4
1000,134800,18795056,71000,7.416
1000,134551,18929856,72000,7.432
1000,134310,19064407,73000,7.44
1000,134078,19198717,74000,7.452
1000,133856,19332795,75000,7.468
1000,133640,19466651,76000,7.476
1000,133434,19600291,77000,7.496
1000,133233,19733725,78000,7.5
1000,133042,19866958,79000,7.52
1000,132854,20000000,80000,7.52
1000,132676,20132854,81000,7.54
1000,132502,20265530,82000,7.544
1000,132334,20398032,83000,7.548
1000,132175,20530366,84000,7.556
1000,132007,20662541,85000,7.54
1000,131865,20794548,86000,7.608
1000,131717,20926413,87000,7.604
1000,131574,21058130,88000,7.604
1000,131436,21189704,89000,7.612
1000,131303,21321140,90000,7.62
1000,131173,21452443,91000,7.624
1000,131048,21583616,92000,7.632
1000,130926,21714664,93000,7.64
1000,130808,21845590,94000,7.648
1000,130694,21976398,95000,7.656
1000,130582,22107092,96000,7.66
1000,130475,22237674,97000,7.668
1000,130369,22368149,98000,7.672
1000,130268,22498518,99000,7.68
1000,130169,22628786,100000,7.684
1000,130072,22758955,101000,7.688
1000,129979,22889027,102000,7.7
1000,129888,23019006,103000,7.704
1000,129800,23148894,104000,7.712
1000,129713,23278694,105000,7.712
1000,129630,23408407,106000,7.72
1000,129548,23538037,107000,7.72
1000,129468,23667585,108000,7.724
1000,129391,23797053,109000,7.732
1000,129315,23926444,110000,7.736
1000,129243,24055759,111000,7.744
1000,129170,24185002,112000,7.74
1000,129100,24314172,113000,7.748
1000,129033,24443272,114000,7.756
1000,128966,24572305,115000,7.756
1000,128901,24701271,116000,7.764
1000,128838,24830172,117000,7.768
1000,128777,24959010,118000,7.772
1000,128716,25087787,119000,7.772
1000,128657,25216503,120000,7.776
1000,128600,25345160,121000,7.78
1000,128544,25473760,122000,7.784
1000,128489,25602304,123000,7.788
1000,128436,25730793,124000,7.792
1000,128383,25859229,125000,7.792
