purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
1000,1480260,1959123,1000,0.595
1000,1165302,3439383,2000,0.77
1000,947109,4604685,3000,0.96
1000,789722,5551794,4000,1.165
1000,672470,6341516,5000,1.38
1000,582775,7013986,6000,1.605
1000,512628,7596761,7000,1.835
1000,456734,8109389,8000,2.075
1000,411477,8566123,9000,2.315
1000,374318,8977600,10000,2.555
1000,343435,9351918,11000,2.795
1000,317489,9695353,12000,3.035
1000,295481,10012842,13000,3.27
1000,276653,10308323,14000,3.505
1000,260420,10584976,15000,3.73
1000,246326,10845396,16000,3.95
1000,234011,11091722,17000,4.17
1000,223189,11325733,18000,4.385
1000,213626,11548922,19000,4.585
1000,205136,11762548,20000,4.785
1000,197562,11967684,21000,4.975
1000,190779,12165246,22000,5.16
1000,184679,12356025,23000,5.335
1000,179174,12540704,24000,5.505
1000,174189,12719878,25000,5.665
1000,169660,12894067,26000,5.825
1000,165535,13063727,27000,5.975
1000,161764,13229262,28000,6.115
1000,158310,13391026,29000,6.255
1000,155138,13549336,30000,6.385
1000,152218,13704474,31000,6.515
1000,149524,13856692,32000,6.635
1000,147033,14006216,33000,6.75
1000,144725,14153249,34000,6.86
1000,142584,14297974,35000,6.97
1000,140592,14440558,36000,7.07
1000,138738,14581150,37000,7.17
1000,137006,14719888,38000,7.255
1000,135389,14856894,39000,7.35
1000,133876,14992283,40000,7.435
1000,132457,15126159,41000,7.515
1000,131126,15258616,42000,7.595
1000,129876,15389742,43000,7.67
1000,128698,15519618,44000,7.735
1000,127589,15648316,45000,7.805
1000,126544,15775905,46000,7.875
1000,125556,15902449,47000,7.935
1000,124623,16028005,48000,8
1000,123740,16152628,49000,8.06
1000,122903,16276368,50000,8.11
1000,122110,16399271,51000,8.17
1000,121358,16521381,52000,8.225
1000,120644,16642739,53000,8.275
1000,119963,16763383,54000,8.315
1000,119318,16883346,55000,8.365
1000,118701,17002664,56000,8.405
1000,118115,17121365,57000,8.455
1000,117556,17239480,58000,8.495
1000,117022,17357036,59000,8.535
1000,116512,17474058,60000,8.57
1000,116024,17590570,61000,8.605
1000,115559,17706594,62000,8.645
1000,115113,17822153,63000,8.675
1000,114685,17937266,64000,8.705
1000,114276,18051951,65000,8.74
1000,113884,18166227,66000,8.77
1000,113507,18280111,67000,8.8
1000,113146,18393618,68000,8.83
1000,112799,18506764,69000,8.86
1000,112465,18619563,70000,8.885
1000,112145,18732028,71000,8.915
1000,111837,18844173,72000,8.94
1000,111540,18956010,73000,8.96
1000,111253,19067550,74000,8.98
1000,110979,19178803,75000,9.01
1000,110714,19289782,76000,9.03
1000,110457,19400496,77000,9.045
1000,110211,19510953,78000,9.07
1000,109973,19621164,79000,9.09
1000,109743,19731137,80000,9.105
1000,109520,19840880,81000,9.125
1000,109307,19950400,82000,9.15
1000,109099,20059707,83000,9.16
1000,108898,20168806,84000,9.18
1000,108705,20277704,85000,9.2
1000,108517,20386409,86000,9.21
1000,108335,20494926,87000,9.225
1000,108159,20603261,88000,9.24
1000,107989,20711420,89000,9.26
1000,107824,20819409,90000,9.275
1000,107663,20927233,91000,9.285
1000,107509,21034896,92000,9.305
1000,107358,21142405,93000,9.315
1000,107212,21249763,94000,9.325
1000,107070,21356975,95000,9.34
1000,106933,21464045,96000,9.35
1000,106799,21570978,97000,9.36
1000,106669,21677777,98000,9.37
1000,106543,21784446,99000,9.385
1000,106420,21890989,100000,9.395
1000,106302,21997409,101000,9.41
1000,106185,22103711,102000,9.415
1000,106073,22209896,103000,9.43
1000,105963,22315969,104000,9.44
1000,105857,22421932,105000,9.45
1000,105752,22527789,106000,9.455
1000,105651,22633541,107000,9.47
1000,105553,22739192,108000,9.48
1000,105457,22844745,109000,9.49
1000,105364,22950202,110000,9.495
1000,105272,23055566,111000,9.5
1000,105184,23160838,112000,9.515
1000,105097,23266022,113000,9.515
1000,105013,23371119,114000,9.525
1000,104930,23476132,115000,9.53
1000,104850,23581062,116000,9.54
1000,104772,23685912,117000,9.55
1000,104695,23790684,118000,9.55
1000,104621,23895379,119000,9.56
1000,104547,24000000,120000,9.56
1000,104477,24104547,121000,9.575
1000,104407,24209024,122000,9.575
1000,104339,24313431,123000,9.58
1000,104273,24417770,124000,9.585
1000,104201,24522043,125000,9.59
