purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
1000,1020705,1250822,1000,0.892
1000,852520,2271527,2000,1.076
1000,725873,3124047,3000,1.278
1000,628125,3849920,4000,1.486
1000,551106,4478045,5000,1.706
1000,489341,5029151,6000,1.932
1000,439051,5518492,7000,2.164
1000,397561,5957543,8000,2.396
1000,362930,6355104,9000,2.64
1000,333724,6718034,10000,2.878
1000,308867,7051758,11000,3.116
1000,287538,7360625,12000,3.36
1000,269096,7648163,13000,3.598
1000,253046,7917259,14000,3.836
1000,238989,8170305,15000,4.074
1000,226609,8409294,16000,4.3
1000,215650,8635903,17000,4.532
1000,205902,8851553,18000,4.752
1000,197193,9057455,19000,4.966
1000,189380,9254648,20000,5.18
1000,182344,9444028,21000,5.382
1000,175987,9626372,22000,5.59
1000,170222,9802359,23000,5.78
1000,164980,9972581,24000,5.976
1000,160198,10137561,25000,6.154
1000,155824,10297759,26000,6.332
1000,151813,10453583,27000,6.504
1000,148126,10605396,28000,6.67
1000,144728,10753522,29000,6.83
1000,141593,10898250,30000,6.996
1000,138690,11039843,31000,7.138
1000,135999,11178533,32000,7.286
1000,133500,11314532,33000,7.428
1000,131175,11448032,34000,7.564
1000,129007,11579207,35000,7.694
1000,126984,11708214,36000,7.818
1000,125093,11835198,37000,7.942
1000,123320,11960291,38000,8.054
1000,121660,12083611,39000,8.172
1000,120100,12205271,40000,8.278
1000,118634,12325371,41000,8.384
1000,117253,12444005,42000,8.484
1000,115952,12561258,43000,8.584
1000,114725,12677210,44000,8.678
1000,113566,12791935,45000,8.772
1000,112469,12905501,46000,8.854
1000,111431,13017970,47000,8.936
1000,110448,13129401,48000,9.018
1000,109515,13239849,49000,9.094
1000,108630,13349364,50000,9.17
1000,107788,13457994,51000,9.246
1000,106989,13565782,52000,9.322
1000,106228,13672771,53000,9.386
1000,105502,13778999,54000,9.45
1000,104811,13884501,55000,9.514
1000,104152,13989312,56000,9.578
1000,103523,14093464,57000,9.636
1000,102921,14196987,58000,9.688
1000,102346,14299908,59000,9.746
1000,101796,14402254,60000,9.804
1000,101270,14504050,61000,9.856
1000,100766,14605320,62000,9.902
1000,100282,14706086,63000,9.948
1000,99819,14806368,64000,10
1000,99374,14906187,65000,10.046
1000,98948,15005561,66000,10.092
1000,98537,15104509,67000,10.132
1000,98143,15203046,68000,10.172
1000,97764,15301189,69000,10.212
1000,97399,15398953,70000,10.252
1000,97049,15496352,71000,10.298
1000,96710,15593401,72000,10.326
1000,96385,15690111,73000,10.366
1000,96071,15786496,74000,10.4
1000,95768,15882567,75000,10.428
1000,95476,15978335,76000,10.462
1000,95194,16073811,77000,10.49
1000,94922,16169005,78000,10.524
1000,94658,16263927,79000,10.552
1000,94405,16358585,80000,10.592
1000,94159,16452990,81000,10.614
1000,93922,16547149,82000,10.648
1000,93692,16641071,83000,10.67
1000,93469,16734763,84000,10.692
1000,93254,16828232,85000,10.72
1000,93046,16921486,86000,10.748
1000,92844,17014532,87000,10.764
1000,92647,17107376,88000,10.786
1000,92458,17200023,89000,10.814
1000,92274,17292481,90000,10.836
1000,92095,17384755,91000,10.858
1000,91922,17476850,92000,10.88
1000,91754,17568772,93000,10.902
1000,91591,17660526,94000,10.918
1000,91432,17752117,95000,10.934
1000,91278,17843549,96000,10.956
1000,91128,17934827,97000,10.972
1000,90983,18025955,98000,10.994
1000,90842,18116938,99000,11.01
1000,90703,18207780,100000,11.02
1000,90570,18298483,101000,11.042
1000,90440,18389053,102000,11.058
1000,90313,18479493,103000,11.074
1000,90190,18569806,104000,11.09
1000,90069,18659996,105000,11.1
1000,89953,18750065,106000,11.116
1000,89838,18840018,107000,11.126
1000,89728,18929856,108000,11.148
1000,89619,19019584,109000,11.152
1000,89514,19109203,110000,11.168
1000,89410,19198717,111000,11.178
1000,89311,19288127,112000,11.2
1000,89213,19377438,113000,11.21
1000,89117,19466651,114000,11.214
1000,89024,19555768,115000,11.23
1000,88933,19644792,116000,11.24
1000,88844,19733725,117000,11.25
1000,88758,19822569,118000,11.266
1000,88673,19911327,119000,11.27
1000,88590,20000000,120000,11.28
1000,88509,20088590,121000,11.296
1000,88431,20177099,122000,11.312
1000,88353,20265530,123000,11.316
1000,88278,20353883,124000,11.326
1000,88205,20442161,125000,11.336
