purchaseAmount,tokensPurchased,contractTokenBalance,contractReservesBalance,refundPerThousand
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
0,0,0,0,0.42
